 Number of water molecules:
          32

 Atomic and electronic energies:
    -0.46103404    -0.04310936

 Atomic coordinates:
  1    -4.41789407     6.63348368     1.00216639
  2    -3.86782579     6.59670509    -0.90824462
  3    -5.95372794     5.52943591     1.02688349
  4     1.31418560     8.51660802    -4.61135041
  5     2.51849865     8.77442033    -6.11324492
  6     2.24471919     7.29626129    -3.41003973
  7     2.35300639     0.55972977    -7.74038623
  8     3.78528776     1.27731181    -6.69652843
  9     0.74258328     1.01026638    -6.83270130
 10    -2.64279170     2.55819114     3.69413628
 11    -1.38144555     1.77946891     2.46176114
 12    -2.94542748     4.33920032     3.00931120
 13    -1.99467693    -3.87334750    -4.43391814
 14    -0.16348729    -4.24007994    -4.02899522
 15    -2.22543064    -1.98760341    -4.53568088
 16     0.96888120     0.44528469     7.13553791
 17    -0.20273898     1.29331537     5.85012260
 18    -0.03902913    -1.11940587     7.59514810
 19    -4.87580939    -4.98183095     0.06842591
 20    -3.95910390    -4.67713388    -1.59323198
 21    -6.72156972    -4.56999110    -0.26255258
 22    -5.66579690    -1.06103570     6.05494036
 23    -4.75633604     0.50216313     5.51013966
 24    -4.37906053    -2.37842741     6.63348619
 25    -6.67092184     5.18637218    -7.81749012
 26    -7.67279297     3.97017497    -6.71548467
 27    -5.61391241     4.07750414    -8.94909037
 28     7.33638167    -6.97184604     0.18689880
 29     6.55934256    -8.22340905    -1.02317507
 30     6.19421208    -7.01607735     1.74929787
 31    -1.89399259     1.53702233    -4.47290668
 32    -0.87458561     1.15957610    -2.89210856
 33    -2.43872298     3.37572603    -4.24943705
 34     7.00578840     5.04391289     4.54056051
 35     6.07613775     6.60332524     3.91155985
 36     6.15324446     4.59621971     6.23733276
 37     6.84849916    -2.23688236    -1.53152234
 38     7.17370179    -1.07108602    -0.03342991
 39     7.30302844    -4.00033084    -0.82668522
 40    -1.03872540    -6.80403022     2.99276887
 41    -2.59208456    -5.95358011     2.10417938
 42    -0.22430822    -7.77561569     1.53525170
 43     5.96990523     2.08450817    -4.59593260
 44     6.32714675     0.45546368    -3.65472226
 45     5.57198105     3.48578675    -3.30523408
 46    -7.21962981     2.36938938     0.96661840
 47    -5.54831537     1.81924736     1.71717707
 48    -8.56757132     1.23334803     1.80505929
 49    -9.52392300    -3.10377995    -1.53709606
 50    -9.88356932    -2.32288211     0.13008179
 51    -8.90571973    -1.75200625    -2.77386960
 52    -1.68264916    -4.06870928     7.26654562
 53    -1.46937351    -5.07864808     5.60123057
 54    -0.76240219    -5.12884722     8.55156715
 55     8.12346972     0.47395938     2.64337156
 56     7.52284934     2.24760584     3.17270787
 57    10.03118759     0.58056885     2.61788267
 58     4.27624280     8.93411668     2.75050109
 59     2.40026878     8.82665751     3.12292741
 60     4.73701127    10.78263468     2.71147162
 61    -9.91345836    -1.37496036     3.33462735
 62   -11.15640826    -2.34005744     4.33137624
 63    -8.28296452    -1.37285061     4.40922176
 64    -3.38171193     6.49168331    -3.98381025
 65    -4.55641412     6.68851265    -5.51897175
 66    -1.75016867     7.46909394    -4.26096803
 67     4.48667970    -3.96045895    -8.60639605
 68     3.55443003    -2.26428476    -8.45748130
 69     6.09834902    -3.52558775    -9.51226423
 70    -7.33096470     1.07061904    -4.04103073
 71    -5.49901244     0.79215046    -4.48729497
 72    -7.34853915     1.85663434    -2.30076196
 73     1.09344756    -8.72489273    -1.47996501
 74    -0.14432513    -9.20627792    -2.81758369
 75     2.11845222    -7.27374721    -2.26334448
 76     4.04667724     5.66259532    -1.36623728
 77     4.40643951     6.72095651     0.22911758
 78     2.88338859     4.29902480    -0.73721818
 79    -2.02165332    -8.97101831    -5.72860485
 80    -2.29474818    -7.09150768    -5.40023775
 81    -1.88614085    -9.24766299    -7.59578355
 82     5.14897572    -2.33970210     5.93185539
 83     6.32389577    -1.25894848     4.79731350
 84     3.56015057    -1.28207713     6.14334239
